Title,puplished_date,views,likes,favorites,month,year
ASMR ATEŞLE OYNUYOR !!,2019-05-19T07:56:24Z,110540,3176,0,May,19
Saçlar çok iyi oldu !!,2019-04-19T11:44:56Z,102872,3516,0,Apr,19
ASMR HEAD MASSAGE BARBER,2019-04-12T12:19:16Z,11414,119,0,Apr,19
SÖZ VERDİK TUTTUK !!,2019-04-02T14:05:42Z,1543360,44577,0,Apr,19
MÜKEMMEL SONUÇ !!?,2019-03-15T20:42:46Z,100752,3483,0,Mar,19
ADAMIN BURNUNDAN ÇIKANLARA BAKIN !!?,2019-03-06T07:47:02Z,99503,2480,0,Mar,19
YAŞLI AMCANIN MÜKEMMEL DEĞİŞİMİ,2019-02-28T12:01:38Z,8483,97,0,Feb,19
ESKİ MAKİNE İLE MÜKEMMEL BİR ÇALIŞMA,2019-02-23T06:36:31Z,119128,2547,0,Feb,19
DÜNYANIN EN ÇOK BİLİNEN BERBERİ BARBERSTOWN FOX TV,2019-02-22T18:49:59Z,8257,132,0,Feb,19
USTA KIZ ÇIRAĞINA NELER YAPTI !!,2018-11-05T16:00:02Z,20949,188,0,Nov,18
Rulo ile Saç Boyadık!!?,2018-10-25T16:41:32Z,80978,2306,0,Oct,18
Enes Batur Alev Aldı!?,2018-09-09T10:58:12Z,26115,231,0,Sep,18
ADAMA NELER OLDU NELER,2018-08-28T11:59:43Z,88300,2265,0,Aug,18
KÖFTECİ DEDE NELER İSTEDİ,2018-08-14T13:28:08Z,101028,3063,0,Aug,18
BARBER TATTO DÖVMELİ ADAM TIRAŞ OLUYOR,2018-08-11T11:14:07Z,17467,101,0,Aug,18
KİMLER GRİ BOYA İSTİYOR!??,2018-07-22T19:26:26Z,14455,138,0,Jul,18
SAÇI YANAN BAYANI KURTARDIK!!,2018-07-14T10:01:17Z,104643,795,0,Jul,18
Ünlü Model Kesim!?,2018-07-09T12:07:47Z,30345,325,0,Jul,18
Bebe Bir Traşla Kaç Yaş Büyüdü!!?,2018-07-07T10:33:36Z,47026,632,0,Jul,18
En Rahat Kullanılan Saç!!?,2018-06-25T17:08:57Z,32014,289,0,Jun,18
Türkiyeyi Trolliyen Çocuğun Çılgın Değişimi!!?,2018-06-11T16:23:20Z,93275,2934,0,Jun,18
Ramazan Davulcusu Kızını Verirmiş!?,2018-06-05T16:10:29Z,26091,232,0,Jun,18
Pazarcı Mariano Di Vaio Oldu!!,2018-05-30T15:17:31Z,50314,392,0,May,18
Herşey Para Değil!?,2018-05-29T15:08:02Z,23486,335,0,May,18
Yeni! (Gri Wax) Denedim?!,2018-05-28T09:04:06Z,40910,316,0,May,18
Ragnar Lothbrok Hair Style!!?,2018-05-24T14:26:24Z,1579778,20193,0,May,18
AĞDA ADAMI DOMATES GİBİ KIZARTTI!!,2018-05-16T17:03:19Z,137179,869,0,May,18
Tek Kurşun Tik Tak,2018-05-05T16:23:21Z,81872,1585,0,May,18
Her Erkeğin Aradığı Boya,2018-04-28T16:14:17Z,29132361,1315880,0,Apr,18
Adam Yıllar Sonra Yüz Nakli Oldu!?,2018-04-14T15:26:58Z,160363,545,0,Apr,18
En Doğru Karar?,2018-04-09T15:45:56Z,139338,607,0,Apr,18
BERBERE GİDERKEN ÖLÜYORDU!!,2018-04-08T16:56:51Z,21225,285,0,Apr,18
Ya Ben Size Gurban Olurum!,2018-03-31T09:27:44Z,12296,173,0,Mar,18
DÜN KÜNEFECİYDİ BUGÜN MANKEN OLDU!!,2018-03-22T15:48:18Z,468960,4034,0,Mar,18
ERKEK BERBERİNE KADIN GELİRSE NE OLUR?,2018-03-20T15:42:04Z,36212,236,0,Mar,18
Çiftliği Ben Soydum !,2018-03-17T15:07:42Z,68965,1674,0,Mar,18
HEP AYNI MODELLERDEN SIKILDIK !!,2018-03-16T13:45:44Z,67569,486,0,Mar,18
Kaşları Boyadı Neler Oldu,2018-03-11T16:38:22Z,287499,3950,0,Mar,18
Uzun Saçlardan Sıkıldım! Diyorsanız Kendinizi Güvenilir Ellere Bırakın,2018-03-07T11:59:32Z,37091,200,0,Mar,18
Ronaldo Saç Modeli & Ronaldo Hair Model,2018-03-06T19:05:17Z,24597,129,0,Mar,18
Çorumlu Amir Berberde Neler Yaşadı,2018-02-28T13:48:01Z,930045,5485,0,Feb,18
Mihriban (Çukur),2018-02-20T14:51:21Z,7434,83,0,Feb,18
Kendi Saçlarımı Boyadım!! (Eğitici),2018-02-18T14:35:19Z,12839,117,0,Feb,18
Alex Telles Saç Modeli & Alex Telles Hair Model,2018-02-16T17:21:39Z,57848,1272,0,Feb,18
Sokaktaki Vatandaşları Kışkırttık Saçları Kestirdik !!!,2018-02-06T19:04:47Z,9284,172,0,Feb,18
Berberin makasını yere düşürünce Müşteri’nin başına neler geldi izleyin ve görün,2018-02-02T15:40:03Z,22030,180,0,Feb,18
İki Usta Elin Birleşmesi Saç Renklendirme Kesim Dünya Sıralamasına Girer,2018-01-31T17:46:49Z,32214,184,0,Jan,18
Acı Çekmek Yaşam Tarzı,2018-01-28T10:08:14Z,266249,1930,0,Jan,18
Böyle Kavga Görülmedi,2018-01-26T15:51:22Z,53407,1335,0,Jan,18
10 Yaşında Sakalları Jiletle Kestiriyor,2018-01-26T09:33:46Z,139260,2056,0,Jan,18
Kendi Kendini Vurdu,2018-01-25T13:48:47Z,79769,1263,0,Jan,18
Before & After,2018-01-16T14:29:06Z,3888590,12960,0,Jan,18
En Kullanışlı Saç Modeli,2018-01-14T17:17:17Z,16248,116,0,Jan,18
Yanıyorsun Fuat Abi (brazilya fönü),2018-01-13T15:40:02Z,58531,878,0,Jan,18
4 Yıllık Uzattığı Saçlar Gitti,2018-01-12T15:22:55Z,166438,545,0,Jan,18
Koca Bebek Hüngür Hüngür Ağladı,2018-01-09T15:29:12Z,43487,309,0,Jan,18
Korktun Mu?,2018-01-06T16:00:15Z,97355,1695,0,Jan,18
Haylaz Bebe,2018-01-02T17:20:52Z,24311,272,0,Jan,18
40 Yıldır Mağarada Yaşayan Adam,2018-01-01T16:40:54Z,3131800,6738,0,Jan,18
Marul Ve Babası’nın En Komik Anları Barberstown’da,2017-12-31T10:14:48Z,92363,547,0,Dec,17
Sıfır Bir,2017-12-28T15:47:17Z,32693,157,0,Dec,17
Atsan Atılmaz Satsan Satılmaz,2017-12-27T17:39:52Z,44989,805,0,Dec,17
Sizin Açık Gözle Yapamadığınızı Adam Gözü Kapalı Yapıyor,2017-12-25T18:04:32Z,36639,231,0,Dec,17
Eskiyi Getir Yeniyi Götür,2017-12-23T14:52:25Z,488778,1819,0,Dec,17
Çağatay Ulusoy Saç Modeli (içerde dizisi),2017-12-22T15:01:20Z,222994,2652,0,Dec,17
Dev Ustura İle Sakal Kestik Olay Oldu,2017-12-21T13:31:44Z,54296,794,0,Dec,17
Bu Bir Mucize Değil Yetenek,2017-12-20T16:29:25Z,835620,2260,0,Dec,17
Kardeş Bizi İnternete Falan Koymucanız Demi La,2017-12-20T10:50:30Z,87093,814,0,Dec,17
Yattı Yatırdı Düştü Kalktı Kesti,2017-12-19T15:34:52Z,17820,152,0,Dec,17
Saçlara Beyaz Show,2017-12-16T15:11:15Z,58145,263,0,Dec,17
Adamın Saçı Yaktık Olay Oldu,2017-12-12T15:12:11Z,220634,664,0,Dec,17
Gelmiş geçmiş en ilginç en kaliteli kuaför & The most interesting top quality barber ever,2017-12-10T14:21:01Z,116921,479,0,Dec,17
Neydi ne oldu ?,2017-12-06T17:47:37Z,128556,3246,0,Dec,17
Meriç İzgi erkek çocuğunu ilk defa Barberstowna traşa getirdi,2017-12-02T15:44:21Z,47727,224,0,Dec,17
Yanları al üstler kalsın,2017-12-01T15:58:54Z,272795,5333,0,Dec,17
Son 100 yılın değişimi &  The last 100 years of change,2017-11-29T15:48:54Z,217144,754,0,Nov,17
0 dan iz kaybetme & Lose track from 0,2017-11-28T15:18:01Z,109532,1250,0,Nov,17
Omre hair men uzun saçlı erkek saçına yoğun krepe ve omre düz fon,2017-11-26T11:59:18Z,39935,174,0,Nov,17
Ağaç Motoru İle Sakal Kesti & Cutting beard with saw,2017-11-18T09:23:06Z,29737,541,0,Nov,17
Göz Akımı Başladı Ve Barberstown Bunu Saç Kesimi İle Birleştirdi !!,2017-11-15T12:01:09Z,61510,240,0,Nov,17
Adam Bir Anda Saçını Usturaya Vurdurdu,2017-11-13T09:42:19Z,525805,1166,0,Nov,17
Eminem Saç Modeli İstedi Bizde Yaptık & Eminem Hair Model Wanted,2017-11-09T14:50:52Z,114445,427,0,Nov,17
Can Yüce’nin Kuaförü Kim ?,2017-11-05T14:46:13Z,53971,877,0,Nov,17
Kaş Nasıl Alınır,2017-11-04T11:17:47Z,190270,459,0,Nov,17
Kısa Saça Nasıl Fön Çekilir & How to Draw Short Hair,2017-11-02T15:45:31Z,278567,1798,0,Nov,17
Cadılar Bayramında Korku Temalı Saç Kesimi & Horror-themed Haircut on Halloween,2017-10-31T16:46:56Z,4551,75,0,Oct,17
Pırasa Kafaydı Burak Özcivit Oldu Çıktı,2017-10-31T10:41:27Z,1052250,3772,0,Oct,17
Bu Saç Kesimi Çok Beğenildi & This haircut is very popular,2017-10-30T10:06:16Z,86042,461,0,Oct,17
Uzun Saçın Aralarına Delikli Boneyle Boya yaptık,2017-10-18T17:29:54Z,455256,1080,0,Oct,17
En İyi Kısa Saç Modeli & Best short hairstyle,2017-10-17T16:47:37Z,152688,457,0,Oct,17
ZİRVEDE SAÇ KESTİ & HIGH HAIR CUTTING,2017-10-11T16:05:23Z,2661,42,0,Oct,17
Dalgalı Ve Kıvırcık Saçlara Tarak Kullanmadan Düzleştirip Şekillendiriyor,2017-09-14T16:20:18Z,487725,4415,0,Sep,17
Marul Kafa Ne İş Yapar ?,2017-09-07T15:13:16Z,755366,6731,0,Sep,17
DÜNYA'NIN EN TATLI BEBEĞİ SAÇLARINI KESTİRİYOR & BABY HAİRCUT,2017-09-05T17:51:36Z,638043,5828,0,Sep,17
İkizler Saç Kesimi & Twins haircut,2017-08-26T09:03:20Z,215400,830,0,Aug,17
Meriç İzgi'nin Kuaförü Kim & Who is the hairdresser of Meriç İzgi,2017-08-12T17:36:08Z,654531,2000,0,Aug,17
11 yaşındaki çocuk bakın neler yapıyo gri saç boyuyor,2017-05-23T18:19:32Z,169287,790,0,May,17
Saça fön nasıl çekilir,2017-05-16T19:12:45Z,49088,334,0,May,17
Erkek Saçına Gri boya nasıl yapılır,2017-04-22T13:00:22Z,40459,804,0,Apr,17
